version,date,static_score,frontend_branch_script,title_ready_frame,file_select_ready_frame,branch_frame,gameplay_entry_frame,recover_with_select_count,timing_score,final_phase,accuracy_score,next_milestone,status,notes
601,2026-03-25,105,14,130,432,479,893,0,16,capture_gameplay,156,ALL_MILESTONES_REACHED,PASS,ok
