frame,pc,trace_last,trace_seq,addr,tile_index,byte_in_tile,value,vram_addr_curr,ppu_buf_index,ppu_buf_0,ppu_buf_1,ppu_buf_2,ppu_buf_3,ppu_buf_4,ppu_buf_5,d0,d1,d2,d3,d4,a0,a1
157,000C86,0403,03B6,FFCE29,00E2,9,02,0E29,00,FF,00,20,36,0F,20,00000402,0000001D,0000000E,00000E29,00010E29,00FFC000,00018760
157,000C86,0403,03B6,FFCE2A,00E2,10,12,0E2A,00,FF,00,20,36,0F,20,00000412,0000001C,0000000E,00000E2A,00010E2A,00FFC000,00018761
157,000C86,0403,03B6,FFCE2B,00E2,11,39,0E2B,00,FF,00,20,36,0F,20,00000439,0000001B,0000000E,00000E2B,00010E2B,00FFC000,00018762
157,000C86,0403,03B6,FFCE2C,00E2,12,00,0E2C,00,FF,00,20,36,0F,20,00000400,0000001A,0000000E,00000E2C,00010E2C,00FFC000,00018763
157,000C86,0403,03B6,FFCE2D,00E2,13,FF,0E2D,00,FF,00,20,36,0F,20,000004FF,00000019,0000000E,00000E2D,00010E2D,00FFC000,00018764
157,000C86,0403,03B6,FFCE2E,00E2,14,00,0E2E,00,FF,00,20,36,0F,20,00000400,00000018,0000000E,00000E2E,00010E2E,00FFC000,00018765
157,000C86,0403,03B6,FFCE2F,00E2,15,00,0E2F,00,FF,00,20,36,0F,20,00000400,00000017,0000000E,00000E2F,00010E2F,00FFC000,00018766
157,000C86,0403,03B6,FFCE30,00E3,0,20,0E30,00,FF,00,20,36,0F,20,00000420,00000016,0000000E,00000E30,00010E30,00FFC000,00018767
157,000C86,0403,03B6,FFCE31,00E3,1,7C,0E31,00,FF,00,20,36,0F,20,0000047C,00000015,0000000E,00000E31,00010E31,00FFC000,00018768
157,000C86,0403,03B6,FFCE32,00E3,2,00,0E32,00,FF,00,20,36,0F,20,00000400,00000014,0000000E,00000E32,00010E32,00FFC000,00018769
157,000C86,0403,03B6,FFCE33,00E3,3,FF,0E33,00,FF,00,20,36,0F,20,000004FF,00000013,0000000E,00000E33,00010E33,00FFC000,0001876A
157,000C86,0403,03B6,FFCE34,00E3,4,00,0E34,00,FF,00,20,36,0F,20,00000400,00000012,0000000E,00000E34,00010E34,00FFC000,0001876B
157,000C86,0403,03B6,FFCE35,00E3,5,01,0E35,00,FF,00,20,36,0F,20,00000401,00000011,0000000E,00000E35,00010E35,00FFC000,0001876C
157,000C86,0403,03B6,FFCE36,00E3,6,10,0E36,00,FF,00,20,36,0F,20,00000410,00000010,0000000E,00000E36,00010E36,00FFC000,0001876D
157,000C86,0403,03B6,FFCE37,00E3,7,30,0E37,00,FF,00,20,36,0F,20,00000430,0000000F,0000000E,00000E37,00010E37,00FFC000,0001876E
157,000C86,0403,03B6,FFCE38,00E3,8,28,0E38,00,FF,00,20,36,0F,20,00000428,0000000E,0000000E,00000E38,00010E38,00FFC000,0001876F
157,000C86,0403,03B6,FFCE39,00E3,9,00,0E39,00,FF,00,20,36,0F,20,00000400,0000000D,0000000E,00000E39,00010E39,00FFC000,00018770
157,000C86,0403,03B6,FFCE3A,00E3,10,20,0E3A,00,FF,00,20,36,0F,20,00000420,0000000C,0000000E,00000E3A,00010E3A,00FFC000,00018771
157,000C86,0403,03B6,FFCE3B,00E3,11,7C,0E3B,00,FF,00,20,36,0F,20,0000047C,0000000B,0000000E,00000E3B,00010E3B,00FFC000,00018772
157,000C86,0403,03B6,FFCE3C,00E3,12,00,0E3C,00,FF,00,20,36,0F,20,00000400,0000000A,0000000E,00000E3C,00010E3C,00FFC000,00018773
157,000C86,0403,03B6,FFCE3D,00E3,13,FF,0E3D,00,FF,00,20,36,0F,20,000004FF,00000009,0000000E,00000E3D,00010E3D,00FFC000,00018774
157,000C86,0403,03B6,FFCE3E,00E3,14,03,0E3E,00,FF,00,20,36,0F,20,00000403,00000008,0000000E,00000E3E,00010E3E,00FFC000,00018775
157,000C86,0403,03B6,FFCE3F,00E3,15,02,0E3F,00,FF,00,20,36,0F,20,00000402,00000007,0000000E,00000E3F,00010E3F,00FFC000,00018776
