frame,pc,trace_last,trace_seq,addr,tile,byte_in_tile,value,vram_addr,ppu_index,ppu_ptr_raw,ppu_ptr_res,d0,d1,d2,d3,d4,a0,a1
39,001304,0403,006B,FFC0AB,00A,11,00,00AB,0010,A869,000257C8,00000400,00000001,00000000,000000AB,FFFFFFFFC00000AB,00FFC000,00025C29
39,001304,0403,006B,FFC0AC,00A,12,00,00AC,0010,A869,000257C8,00000400,00000001,00000000,000000AC,FFFFFFFFC00000AC,00FFC000,00025C29
39,001304,0403,006B,FFC0AD,00A,13,00,00AD,0010,A869,000257C8,00000400,00000001,00000000,000000AD,FFFFFFFFC00000AD,00FFC000,00025C29
39,001304,0403,006B,FFC0AE,00A,14,00,00AE,0010,A869,000257C8,00000400,00000001,00000000,000000AE,FFFFFFFFC00000AE,00FFC000,00025C29
39,001304,0403,006B,FFC0AF,00A,15,00,00AF,0010,A869,000257C8,00000400,00000001,00000000,000000AF,FFFFFFFFC00000AF,00FFC000,00025C29
42,001304,0403,006B,FFC250,025,0,24,0250,0010,A869,000257C8,00000424,00000001,00000000,00000250,FFFFFFFFC0000250,00FFC000,00025C29
42,001304,0403,006B,FFC251,025,1,24,0251,0010,A869,000257C8,00000424,00000001,00000000,00000251,FFFFFFFFC0000251,00FFC000,00025C29
42,001304,0403,006B,FFC252,025,2,24,0252,0010,A869,000257C8,00000424,00000001,00000000,00000252,FFFFFFFFC0000252,00FFC000,00025C29
42,001304,0403,006B,FFC253,025,3,24,0253,0010,A869,000257C8,00000424,00000001,00000000,00000253,FFFFFFFFC0000253,00FFC000,00025C29
42,001304,0403,006B,FFC254,025,4,24,0254,0010,A869,000257C8,00000424,00000001,00000000,00000254,FFFFFFFFC0000254,00FFC000,00025C29
42,001304,0403,006B,FFC255,025,5,24,0255,0010,A869,000257C8,00000424,00000001,00000000,00000255,FFFFFFFFC0000255,00FFC000,00025C29
42,001304,0403,006B,FFC256,025,6,24,0256,0010,A869,000257C8,00000424,00000001,00000000,00000256,FFFFFFFFC0000256,00FFC000,00025C29
42,001304,0403,006B,FFC257,025,7,24,0257,0010,A869,000257C8,00000424,00000001,00000000,00000257,FFFFFFFFC0000257,00FFC000,00025C29
42,001304,0403,006B,FFC258,025,8,24,0258,0010,A869,000257C8,00000424,00000001,00000000,00000258,FFFFFFFFC0000258,00FFC000,00025C29
42,001304,0403,006B,FFC259,025,9,24,0259,0010,A869,000257C8,00000424,00000001,00000000,00000259,FFFFFFFFC0000259,00FFC000,00025C29
42,001304,0403,006B,FFC25A,025,10,24,025A,0010,A869,000257C8,00000424,00000001,00000000,0000025A,FFFFFFFFC000025A,00FFC000,00025C29
42,001304,0403,006B,FFC25B,025,11,E3,025B,0010,A869,000257C8,000004E3,00000001,00000000,0000025B,FFFFFFFFC000025B,00FFC000,00025C29
42,001304,0403,006B,FFC25C,025,12,24,025C,0010,A869,000257C8,00000424,00000001,00000000,0000025C,FFFFFFFFC000025C,00FFC000,00025C29
42,001304,0403,006B,FFC25D,025,13,24,025D,0010,A869,000257C8,00000424,00000001,00000000,0000025D,FFFFFFFFC000025D,00FFC000,00025C29
42,001304,0403,006B,FFC25E,025,14,24,025E,0010,A869,000257C8,00000424,00000001,00000000,0000025E,FFFFFFFFC000025E,00FFC000,00025C29
42,001304,0403,006B,FFC25F,025,15,D6,025F,0010,A869,000257C8,000004D6,00000001,00000000,0000025F,FFFFFFFFC000025F,00FFC000,00025C29
52,001304,0403,006D,FFC250,025,0,00,0250,0010,A869,000257C8,00000400,00000003,00000000,00000250,FFFFFFFFC0000250,00FFC000,00025C29
52,001304,0403,006D,FFC251,025,1,00,0251,0010,A869,000257C8,00000400,00000003,00000000,00000251,FFFFFFFFC0000251,00FFC000,00025C29
52,001304,0403,006D,FFC252,025,2,00,0252,0010,A869,000257C8,00000400,00000003,00000000,00000252,FFFFFFFFC0000252,00FFC000,00025C29
52,001304,0403,006D,FFC253,025,3,00,0253,0010,A869,000257C8,00000400,00000003,00000000,00000253,FFFFFFFFC0000253,00FFC000,00025C29
52,001304,0403,006D,FFC254,025,4,00,0254,0010,A869,000257C8,00000400,00000003,00000000,00000254,FFFFFFFFC0000254,00FFC000,00025C29
52,001304,0403,006D,FFC255,025,5,00,0255,0010,A869,000257C8,00000400,00000003,00000000,00000255,FFFFFFFFC0000255,00FFC000,00025C29
52,001304,0403,006D,FFC256,025,6,00,0256,0010,A869,000257C8,00000400,00000003,00000000,00000256,FFFFFFFFC0000256,00FFC000,00025C29
52,001304,0403,006D,FFC257,025,7,00,0257,0010,A869,000257C8,00000400,00000003,00000000,00000257,FFFFFFFFC0000257,00FFC000,00025C29
52,001304,0403,006D,FFC258,025,8,00,0258,0010,A869,000257C8,00000400,00000003,00000000,00000258,FFFFFFFFC0000258,00FFC000,00025C29
52,001304,0403,006D,FFC259,025,9,00,0259,0010,A869,000257C8,00000400,00000003,00000000,00000259,FFFFFFFFC0000259,00FFC000,00025C29
52,001304,0403,006D,FFC25A,025,10,00,025A,0010,A869,000257C8,00000400,00000003,00000000,0000025A,FFFFFFFFC000025A,00FFC000,00025C29
52,001304,0403,006D,FFC25B,025,11,00,025B,0010,A869,000257C8,00000400,00000003,00000000,0000025B,FFFFFFFFC000025B,00FFC000,00025C29
52,001304,0403,006D,FFC25C,025,12,00,025C,0010,A869,000257C8,00000400,00000003,00000000,0000025C,FFFFFFFFC000025C,00FFC000,00025C29
52,001304,0403,006D,FFC25D,025,13,00,025D,0010,A869,000257C8,00000400,00000003,00000000,0000025D,FFFFFFFFC000025D,00FFC000,00025C29
52,001304,0403,006D,FFC25E,025,14,00,025E,0010,A869,000257C8,00000400,00000003,00000000,0000025E,FFFFFFFFC000025E,00FFC000,00025C29
52,001304,0403,006D,FFC25F,025,15,00,025F,0010,A869,000257C8,00000400,00000003,00000000,0000025F,FFFFFFFFC000025F,00FFC000,00025C29
141,001304,0403,0162,FFC250,025,0,24,0250,0000,0302,00000000,00000424,00000001,00000000,00000250,FFFFFFFFC0000250,00FFC000,00000302
141,001304,0403,0162,FFC251,025,1,24,0251,0000,0302,00000000,00000424,00000001,00000000,00000251,FFFFFFFFC0000251,00FFC000,00000302
141,001304,0403,0162,FFC252,025,2,24,0252,0000,0302,00000000,00000424,00000001,00000000,00000252,FFFFFFFFC0000252,00FFC000,00000302
141,001304,0403,0162,FFC253,025,3,24,0253,0000,0302,00000000,00000424,00000001,00000000,00000253,FFFFFFFFC0000253,00FFC000,00000302
141,001304,0403,0162,FFC254,025,4,24,0254,0000,0302,00000000,00000424,00000001,00000000,00000254,FFFFFFFFC0000254,00FFC000,00000302
141,001304,0403,0162,FFC255,025,5,24,0255,0000,0302,00000000,00000424,00000001,00000000,00000255,FFFFFFFFC0000255,00FFC000,00000302
141,001304,0403,0162,FFC256,025,6,24,0256,0000,0302,00000000,00000424,00000001,00000000,00000256,FFFFFFFFC0000256,00FFC000,00000302
141,001304,0403,0162,FFC257,025,7,24,0257,0000,0302,00000000,00000424,00000001,00000000,00000257,FFFFFFFFC0000257,00FFC000,00000302
141,001304,0403,0162,FFC258,025,8,24,0258,0000,0302,00000000,00000424,00000001,00000000,00000258,FFFFFFFFC0000258,00FFC000,00000302
141,001304,0403,0162,FFC259,025,9,24,0259,0000,0302,00000000,00000424,00000001,00000000,00000259,FFFFFFFFC0000259,00FFC000,00000302
141,001304,0403,0162,FFC25A,025,10,24,025A,0000,0302,00000000,00000424,00000001,00000000,0000025A,FFFFFFFFC000025A,00FFC000,00000302
141,001304,0403,0162,FFC25B,025,11,E3,025B,0000,0302,00000000,000004E3,00000001,00000000,0000025B,FFFFFFFFC000025B,00FFC000,00000302
141,001304,0403,0162,FFC25C,025,12,24,025C,0000,0302,00000000,00000424,00000001,00000000,0000025C,FFFFFFFFC000025C,00FFC000,00000302
141,001304,0403,0162,FFC25D,025,13,24,025D,0000,0302,00000000,00000424,00000001,00000000,0000025D,FFFFFFFFC000025D,00FFC000,00000302
141,001304,0403,0162,FFC25E,025,14,24,025E,0000,0302,00000000,00000424,00000001,00000000,0000025E,FFFFFFFFC000025E,00FFC000,00000302
141,001304,0403,0162,FFC25F,025,15,D6,025F,0000,0302,00000000,000004D6,00000001,00000000,0000025F,FFFFFFFFC000025F,00FFC000,00000302
151,001304,0403,0164,FFC250,025,0,00,0250,0000,0302,00000000,00000400,00000003,00000000,00000250,FFFFFFFFC0000250,00FFC000,00000302
151,001304,0403,0164,FFC251,025,1,00,0251,0000,0302,00000000,00000400,00000003,00000000,00000251,FFFFFFFFC0000251,00FFC000,00000302
151,001304,0403,0164,FFC252,025,2,00,0252,0000,0302,00000000,00000400,00000003,00000000,00000252,FFFFFFFFC0000252,00FFC000,00000302
151,001304,0403,0164,FFC253,025,3,00,0253,0000,0302,00000000,00000400,00000003,00000000,00000253,FFFFFFFFC0000253,00FFC000,00000302
151,001304,0403,0164,FFC254,025,4,00,0254,0000,0302,00000000,00000400,00000003,00000000,00000254,FFFFFFFFC0000254,00FFC000,00000302
151,001304,0403,0164,FFC255,025,5,00,0255,0000,0302,00000000,00000400,00000003,00000000,00000255,FFFFFFFFC0000255,00FFC000,00000302
151,001304,0403,0164,FFC256,025,6,00,0256,0000,0302,00000000,00000400,00000003,00000000,00000256,FFFFFFFFC0000256,00FFC000,00000302
151,001304,0403,0164,FFC257,025,7,00,0257,0000,0302,00000000,00000400,00000003,00000000,00000257,FFFFFFFFC0000257,00FFC000,00000302
151,001304,0403,0164,FFC258,025,8,00,0258,0000,0302,00000000,00000400,00000003,00000000,00000258,FFFFFFFFC0000258,00FFC000,00000302
151,001304,0403,0164,FFC259,025,9,00,0259,0000,0302,00000000,00000400,00000003,00000000,00000259,FFFFFFFFC0000259,00FFC000,00000302
151,001304,0403,0164,FFC25A,025,10,00,025A,0000,0302,00000000,00000400,00000003,00000000,0000025A,FFFFFFFFC000025A,00FFC000,00000302
151,001304,0403,0164,FFC25B,025,11,00,025B,0000,0302,00000000,00000400,00000003,00000000,0000025B,FFFFFFFFC000025B,00FFC000,00000302
151,001304,0403,0164,FFC25C,025,12,00,025C,0000,0302,00000000,00000400,00000003,00000000,0000025C,FFFFFFFFC000025C,00FFC000,00000302
151,001304,0403,0164,FFC25D,025,13,00,025D,0000,0302,00000000,00000400,00000003,00000000,0000025D,FFFFFFFFC000025D,00FFC000,00000302
151,001304,0403,0164,FFC25E,025,14,00,025E,0000,0302,00000000,00000400,00000003,00000000,0000025E,FFFFFFFFC000025E,00FFC000,00000302
151,001304,0403,0164,FFC25F,025,15,00,025F,0000,0302,00000000,00000400,00000003,00000000,0000025F,FFFFFFFFC000025F,00FFC000,00000302
END
