=== JOY OVERRIDE START INJECTION TEST ===
Rom: zelda_v540
Start injection frame: 100
Start hold frames: 1
Max frames: 2000

Frame | Script | Sub | PPULoad | Slot | PPUCtrl | PPUMask | VRAMAddr | Ready | Notes
----------------------------------------------------------------------------------------------------
  10 |      0 |   0 |       0 |    0 | 0x00 | 0x00 | 0x0000 |     0 | 
  20 |      0 |   0 |       0 |    0 | 0x80 | 0x00 | 0x0000 |     0 | 
  30 |      0 |   0 |       0 |    0 | 0x80 | 0x00 | 0x0010 |     0 | 
  40 |      0 |   0 |       0 |    0 | 0x80 | 0x00 | 0x201F |     0 | 
  50 |      0 |   0 |       0 |    0 | 0x80 | 0x00 | 0x201F |     0 | 
  60 |      0 |   0 |       0 |    0 | 0x80 | 0x00 | 0x201F |     0 | 
  70 |      0 |   0 |       0 |    0 | 0x80 | 0x00 | 0x201F |     0 | 
  80 |      0 |   0 |       0 |    0 | 0xB0 | 0x00 | 0x2000 |     0 | 
  90 |      0 |   0 |       0 |    0 | 0x80 | 0x1E | 0x3F00 |     0 | 
*** FRAME 100: INJECTED START BUTTON VIA 0xFFEE90/0xFFEE91

 100 |      0 |   0 |       0 |    0 | 0x80 | 0x00 | 0x0000 |     0 | [START INJECTED]
 101 |      0 |   0 |       0 |    0 | 0x80 | 0x00 | 0x0000 |     0 | 
 102 |      0 |   0 |       0 |    0 | 0x80 | 0x00 | 0x0000 |     0 | 
 103 |      0 |   0 |       0 |    0 | 0x80 | 0x00 | 0x0000 |     0 | 
 104 |      0 |   0 |       0 |    0 | 0x80 | 0x00 | 0x0010 |     0 | 
 105 |      0 |   0 |       0 |    0 | 0x80 | 0x00 | 0x0010 |     0 | 
 106 |      0 |   0 |       0 |    0 | 0x80 | 0x00 | 0x0010 |     0 | 
 107 |      0 |   0 |       0 |    0 | 0x80 | 0x00 | 0x0010 |     0 | 
 108 |      0 |   0 |       0 |    0 | 0x80 | 0x00 | 0x0010 |     0 | 
