frame,tile_index,changed_bytes,first_byte,last_byte
13,0082,4,5,15
13,0083,6,0,9
13,0084,2,7,15
13,0085,4,0,9
13,0086,5,5,14
13,0087,4,0,9
13,0088,3,7,15
13,0089,1,8,8
13,008A,1,15,15
13,008B,1,8,8
13,008C,4,6,15
13,008D,4,0,9
13,009A,16,0,15
13,009C,16,0,15
13,009D,16,0,15
13,009E,12,2,15
13,009F,8,0,11
13,00A0,4,3,12
13,00A3,6,0,15
13,00A5,4,0,15
13,00A7,5,1,15
13,00A9,7,0,15
13,00AB,7,0,15
13,00AD,6,0,15
13,00AF,5,0,15
13,00B1,7,0,15
13,00B2,8,0,7
13,00B4,8,0,7
13,00B6,7,1,7
13,00B8,6,1,6
13,00BA,8,0,7
13,00BB,3,0,2
13,00BC,7,1,7
13,00BD,3,0,2
13,00BE,6,2,7
13,00BF,3,0,2
13,00C0,8,0,7
13,00C1,4,0,3
13,00C2,8,0,7
13,00C3,7,0,6
13,00C4,5,3,7
13,00C5,7,0,6
13,00C6,5,3,7
13,00C7,8,0,7
13,00C8,8,0,7
13,00C9,8,0,7
13,00CA,14,1,15
13,00CB,16,0,15
13,00CC,14,1,15
13,00CD,9,0,11
13,00CE,13,1,15
13,00CF,13,0,14
13,00D0,15,1,15
13,00D1,15,0,14
13,00D2,16,0,15
13,00D4,14,0,14
13,00D6,14,0,15
13,00D8,16,0,15
13,00D9,14,0,13
13,00DA,13,0,15
13,00DB,10,0,10
13,00DC,8,8,15
13,00DD,8,8,15
13,00DE,8,8,15
13,00DF,8,8,15
13,00E0,8,8,15
13,00E1,8,8,15
13,00E2,8,8,15
13,00E3,8,8,15
13,00E4,8,8,15
13,00E5,8,8,15
13,00E6,8,8,15
13,00E7,8,8,15
13,00E8,8,8,15
13,00E9,8,8,15
13,00EA,8,8,15
13,00EB,8,8,15
13,00EC,8,8,15
13,00ED,8,8,15
13,00EE,8,8,15
13,00EF,8,8,15
13,00F0,8,8,15
13,00F1,8,8,15
13,00F2,8,8,15
13,00F3,8,8,15
13,00F4,8,8,15
13,00F5,8,8,15
13,00F6,8,8,15
13,00F7,8,8,15
13,00F8,10,0,15
13,00F9,8,8,15
13,00FA,15,0,15
13,00FB,16,0,15
13,00FC,8,8,15
13,00FD,8,8,15
13,00FE,15,1,15
13,00FF,11,0,15
13,0100,7,0,6
13,0101,7,0,6
13,0102,7,0,6
13,0103,7,0,6
13,0104,7,0,6
13,0105,7,0,6
13,0106,7,0,6
13,0107,7,0,6
13,0108,7,0,6
13,0109,7,0,6
13,010A,7,0,6
13,010B,7,0,6
13,010C,7,0,6
13,010D,7,0,6
13,010E,7,0,6
13,010F,7,0,6
13,0110,7,0,6
13,0111,7,0,6
13,0112,7,0,6
13,0113,7,0,6
13,0114,7,0,6
13,0115,7,0,6
13,0116,7,0,6
13,0117,7,0,6
13,0118,7,0,6
13,0119,7,0,6
13,011A,7,0,6
13,011B,7,0,6
13,011C,7,0,6
13,011D,7,0,6
13,011E,7,0,6
13,011F,7,0,6
13,0120,7,0,6
13,0121,7,0,6
13,0122,7,0,6
13,0123,7,0,6
13,0125,8,0,7
13,0126,8,8,15
13,0127,16,0,15
13,0128,3,4,6
13,0129,6,0,6
13,012A,3,0,2
13,012B,7,0,6
13,012C,2,5,6
13,012D,3,0,2
13,012E,6,0,6
13,012F,1,3,3
13,0161,15,0,15
13,0162,1,3,3
13,0163,2,5,6
13,0164,7,0,6
13,0165,15,0,14
13,0166,16,0,15
13,0167,6,0,10
13,0168,15,0,15
13,0169,10,3,15
13,016A,4,3,12
13,016B,10,3,15
13,016C,16,0,15
13,016D,10,0,12
13,016E,10,0,12
13,016F,10,0,15
13,0171,10,2,14
13,0172,10,2,14
13,0173,10,2,14
13,0174,13,2,15
13,0175,13,2,15
13,0176,13,2,15
13,0177,13,2,15
13,0178,13,2,15
13,0179,9,4,15
13,017A,12,4,15
13,017B,14,2,15
13,017C,4,4,7
13,017D,9,0,15
13,017E,8,0,7
13,017F,15,0,15
13,0180,15,0,15
13,0181,9,0,15
13,0182,9,0,15
13,0183,16,0,15
13,0184,16,0,15
13,0185,16,0,15
13,0186,13,0,15
13,0187,9,0,15
13,0188,11,0,15
13,0189,16,0,15
13,018A,8,0,7
13,018B,3,5,7
13,018C,10,0,12
13,018D,13,0,12
13,018E,15,0,15
13,018F,16,0,15
13,0190,8,0,7
13,0191,10,0,9
13,0192,16,0,15
13,0193,16,0,15
13,0194,16,0,15
13,0195,13,0,15
13,0196,16,0,15
13,0197,16,0,15
13,0198,16,0,15
13,0199,16,0,15
13,019A,11,0,15
13,019B,9,0,15
13,019C,3,5,7
13,019D,8,0,7
13,019E,11,0,11
13,019F,12,0,11
13,01A0,12,1,15
13,01A1,12,0,11
13,01A2,12,0,11
13,01A3,16,0,15
13,01A4,12,0,11
13,01A5,12,0,11
13,01A6,10,2,11
13,01A7,16,0,15
13,01A8,12,0,11
13,01A9,12,0,11
13,01AA,16,0,15
13,01AB,13,0,15
13,01AC,11,0,10
13,01AD,8,0,7
13,01AE,3,5,7
13,01AF,12,0,15
13,01B0,12,0,15
13,01B1,12,0,15
13,01B2,16,0,15
13,01B3,12,0,15
13,01B4,12,0,15
13,01B5,16,0,15
13,01B6,12,0,15
13,01B7,12,0,15
13,01B8,12,0,15
13,01B9,16,0,15
13,01BA,12,0,15
13,01BB,13,0,15
13,01BC,16,0,15
13,01BD,14,0,15
13,01BE,14,0,15
13,01BF,14,0,15
13,01C0,12,0,15
13,01C1,1,8,8
13,01C2,16,0,15
13,01C3,8,8,15
13,01C4,11,5,15
13,01C5,16,0,15
13,01C6,3,3,5
13,01C7,3,3,5
13,01C8,4,3,12
13,01CA,9,0,15
13,01CB,16,0,15
13,01CC,16,0,15
13,01CD,16,0,15
13,01CE,14,0,15
13,01CF,16,0,15
13,01D0,3,4,6
13,01D1,9,7,15
13,01D2,16,0,15
13,01D3,13,2,15
13,01D4,16,0,15
13,01D5,10,1,13
13,01D6,16,0,15
13,01D7,12,0,15
13,01D8,16,0,15
13,01D9,14,0,15
13,01DA,16,0,15
13,01DB,14,0,13
13,01DC,16,0,15
13,01DD,16,0,15
13,01DE,16,0,15
13,01DF,16,0,15
13,01E0,15,0,15
13,01E1,15,0,15
13,01E2,16,0,15
13,01E3,16,0,15
13,01E4,12,1,15
13,01E5,12,1,14
13,01E6,15,0,15
13,01E7,3,5,7
13,01E8,16,0,15
13,01E9,16,0,15
13,01EA,10,1,15
13,01EB,16,0,15
13,01EC,8,8,15
13,01ED,15,0,14
13,01EE,16,0,15
13,01EF,12,1,13
13,01F0,8,0,7
13,01F1,16,0,15
13,01F2,8,0,7
13,01F4,8,0,7
13,01F5,8,8,15
13,01F6,14,0,14
13,01F7,14,0,15
13,01F8,1,6,6
13,01F9,8,8,15
13,01FA,10,0,14
13,01FB,6,4,14
13,01FC,8,0,7
13,01FD,8,8,15
13,01FE,8,8,15
13,01FF,12,0,14
13,0000,12,1,15
14,0001,15,0,15
14,0002,13,1,15
14,0003,16,0,15
14,0004,13,0,14
14,0005,15,0,15
14,0006,15,0,15
14,0007,13,0,15
14,0008,12,0,13
14,0000,12,1,15
15,0008,2,14,15
15,0009,16,0,15
15,000A,14,0,15
15,000B,13,0,14
15,000C,14,0,15
15,000D,15,0,15
15,000E,14,0,15
15,000F,13,0,14
15,0010,12,1,15
15,0012,12,1,15
15,0013,16,0,15
15,0011,15,0,15
15,0014,3,0,2
16,001E,3,0,2
16,001F,3,5,7
16,0014,13,3,15
16,0015,12,0,13
16,0016,14,0,15
16,0017,14,0,14
16,0018,16,0,15
16,0019,12,0,13
16,001A,13,0,15
16,001B,16,0,15
17,0020,16,0,15
17,0021,12,0,14
17,0022,15,0,15
17,0023,15,0,15
17,0024,15,0,15
17,0025,15,0,15
17,0026,12,0,15
17,0027,14,0,15
17,0028,9,3,11
17,0029,14,0,15
17,002A,12,0,11
18,002D,8,8,15
18,002E,16,0,15
18,002F,16,0,15
18,0030,10,3,15
18,0031,10,0,12
18,0032,16,0,15
18,0033,13,0,15
18,0034,15,0,15
18,0035,8,0,9
18,002A,4,12,15
18,002B,16,0,15
18,002C,15,1,15
19,003C,8,4,15
19,003D,8,0,11
19,003E,3,0,2
19,0040,14,1,15
19,0041,6,0,5
19,0036,8,4,15
19,0037,8,0,11
19,0038,8,4,15
19,0039,7,0,11
19,003A,4,6,15
19,003B,5,0,10
20,004B,8,8,15
20,004C,7,3,9
20,0041,10,6,15
20,0042,15,0,15
20,0043,13,0,12
20,0044,8,3,15
20,0045,8,0,10
20,0046,7,3,15
20,0047,5,0,11
20,0048,16,0,15
20,0049,15,0,15
20,004A,12,0,15
21,004C,6,10,15
21,004D,16,0,15
21,004E,14,1,15
21,004F,13,0,14
21,0050,16,0,15
21,0051,12,0,14
21,0052,15,0,15
21,0053,12,0,14
21,0054,15,0,15
21,0055,16,0,15
21,0056,12,2,15
21,0057,12,0,13
22,005A,13,0,15
22,005B,13,0,14
22,005C,11,1,15
22,005D,15,0,14
22,005E,10,0,14
22,005F,15,0,14
22,0060,14,0,15
22,0061,16,0,15
22,0062,10,3,15
22,0063,3,0,2
22,0058,13,0,15
22,0059,16,0,15
23,0069,13,0,14
23,006A,12,2,15
23,006B,9,0,10
23,006C,16,0,15
23,006D,14,0,15
23,0063,7,3,12
23,0064,15,0,15
23,0065,15,0,15
23,0066,13,0,15
23,0067,15,0,14
23,0068,12,2,15
24,006E,2,14,15
24,006F,8,8,15
33,0070,5,0,4
34,0070,11,5,15
62,001C,16,0,15
62,001D,15,0,14
62,0018,15,1,15
62,0019,16,0,15
62,001A,16,0,15
62,001B,16,0,15
63,001E,16,0,15
63,001F,16,0,15
63,0020,16,0,15
63,0021,16,0,15
63,0022,16,0,15
63,0023,16,0,15
63,0024,16,0,15
63,0025,16,0,15
63,0026,16,0,15
63,0027,16,0,15
63,0028,16,0,15
63,0029,4,0,3
63,001D,1,15,15
64,002D,16,0,15
64,002E,16,0,15
64,002F,16,0,15
64,0030,16,0,15
64,0031,16,0,15
64,0032,16,0,15
64,0033,16,0,15
64,0034,8,0,7
64,0029,12,4,15
64,002A,16,0,15
64,002B,16,0,15
64,002C,16,0,15
65,003C,16,0,15
65,003D,16,0,15
65,003E,16,0,15
65,003F,13,0,12
65,0034,8,8,15
65,0035,16,0,15
65,0036,16,0,15
65,0037,16,0,15
65,0038,16,0,15
65,0039,16,0,15
65,003A,16,0,15
65,003B,16,0,15
66,004B,1,0,0
66,003F,3,13,15
66,0040,16,0,15
66,0041,16,0,15
66,0042,16,0,15
66,0043,16,0,15
66,0044,16,0,15
66,0045,16,0,15
66,0046,16,0,15
66,0047,16,0,15
66,0048,16,0,15
66,0049,16,0,15
66,004A,16,0,15
67,004B,15,1,15
67,004C,16,0,15
67,004D,16,0,15
67,004E,16,0,15
67,004F,16,0,15
67,0050,16,0,15
67,0051,16,0,15
67,0052,16,0,15
67,0053,16,0,15
67,0054,16,0,15
67,0055,16,0,15
67,0056,6,0,5
68,0057,16,0,15
68,0058,1,0,0
68,0056,10,6,15
72,001C,16,0,15
72,001D,16,0,15
72,001E,16,0,15
72,0018,15,1,15
72,0019,16,0,15
72,001A,16,0,15
72,001B,16,0,15
72,001F,12,0,11
73,001F,4,12,15
73,0020,16,0,15
73,0021,16,0,15
73,0022,16,0,15
73,0023,16,0,15
73,0024,16,0,15
73,0025,16,0,15
73,0026,16,0,15
73,0027,16,0,15
73,0028,16,0,15
73,0029,16,0,15
73,002A,16,0,15
74,002D,16,0,15
74,002E,16,0,15
74,002F,16,0,15
74,0030,16,0,15
74,0031,16,0,15
74,0032,16,0,15
74,0033,16,0,15
74,0034,16,0,15
74,0035,16,0,15
74,0036,5,0,4
74,002B,16,0,15
74,002C,16,0,15
75,003C,16,0,15
75,003D,16,0,15
75,003E,16,0,15
75,003F,16,0,15
75,0040,16,0,15
75,0041,10,0,9
75,0036,11,5,15
75,0037,16,0,15
75,0038,16,0,15
75,0039,16,0,15
75,003A,16,0,15
75,003B,16,0,15
76,004B,16,0,15
76,004C,14,0,13
76,0041,6,10,15
76,0042,16,0,15
76,0043,16,0,15
76,0044,16,0,15
76,0045,16,0,15
76,0046,16,0,15
76,0047,16,0,15
76,0048,16,0,15
76,0049,16,0,15
76,004A,16,0,15
77,004C,2,14,15
77,004D,16,0,15
77,004E,16,0,15
77,004F,16,0,15
77,0050,16,0,15
77,0051,16,0,15
77,0052,16,0,15
77,0053,16,0,15
77,0054,16,0,15
77,0055,16,0,15
77,0056,16,0,15
77,0057,16,0,15
77,0058,1,0,0
105,0030,13,3,15
105,0031,16,0,15
105,0032,16,0,15
105,0033,16,0,15
105,0034,16,0,15
105,0035,16,0,15
105,0036,16,0,15
105,0037,16,0,15
105,0038,16,0,15
105,0039,16,0,15
105,003A,12,0,11
106,003F,9,0,8
106,003A,4,12,15
106,003B,16,0,15
106,003C,16,0,15
106,003D,16,0,15
106,003E,16,0,15
121,012C,2,5,6
121,012D,3,0,2
121,012E,6,0,6
121,012F,1,3,3
