frame,pc,value,d0_plane_addr,d4_nt_addr,nt_page,nt_row,nt_col,ppuctrl,shadow_tile,tile_base,attr_addr,attr_byte,attr_shift,palette_bits,expected_plane_addr,expected_tileword,matches_renderer
17,00169E,0000,0000C000,00000000,00,00,00,80,00,0000,03C0,00,0,00,C000,0000,1
17,00169E,0000,0000C002,00000001,00,00,01,80,00,0000,03C0,00,0,00,C002,0000,1
17,00169E,0000,0000C004,00000002,00,00,02,80,00,0000,03C0,00,2,00,C004,0000,1
17,00169E,0000,0000C006,00000003,00,00,03,80,00,0000,03C0,00,2,00,C006,0000,1
17,00169E,0000,0000C008,00000004,00,00,04,80,00,0000,03C1,00,0,00,C008,0000,1
17,00169E,0000,0000C00A,00000005,00,00,05,80,00,0000,03C1,00,0,00,C00A,0000,1
17,00169E,0000,0000C00C,00000006,00,00,06,80,00,0000,03C1,00,2,00,C00C,0000,1
17,00169E,0000,0000C00E,00000007,00,00,07,80,00,0000,03C1,00,2,00,C00E,0000,1
17,00169E,0000,0000C010,00000008,00,00,08,80,00,0000,03C2,00,0,00,C010,0000,1
17,00169E,0000,0000C012,00000009,00,00,09,80,00,0000,03C2,00,0,00,C012,0000,1
17,00169E,0000,0000C014,0000000A,00,00,0A,80,00,0000,03C2,00,2,00,C014,0000,1
17,00169E,0000,0000C016,0000000B,00,00,0B,80,00,0000,03C2,00,2,00,C016,0000,1
17,00169E,0000,0000C018,0000000C,00,00,0C,80,00,0000,03C3,00,0,00,C018,0000,1
17,00169E,0000,0000C01A,0000000D,00,00,0D,80,00,0000,03C3,00,0,00,C01A,0000,1
17,00169E,0000,0000C01C,0000000E,00,00,0E,80,00,0000,03C3,00,2,00,C01C,0000,1
17,00169E,0000,0000C01E,0000000F,00,00,0F,80,00,0000,03C3,00,2,00,C01E,0000,1
17,00169E,0000,0000C020,00000010,00,00,10,80,00,0000,03C4,00,0,00,C020,0000,1
17,00169E,0000,0000C022,00000011,00,00,11,80,00,0000,03C4,00,0,00,C022,0000,1
17,00169E,0000,0000C024,00000012,00,00,12,80,00,0000,03C4,00,2,00,C024,0000,1
17,00169E,0000,0000C026,00000013,00,00,13,80,00,0000,03C4,00,2,00,C026,0000,1
17,00169E,0000,0000C028,00000014,00,00,14,80,00,0000,03C5,00,0,00,C028,0000,1
17,00169E,0000,0000C02A,00000015,00,00,15,80,00,0000,03C5,00,0,00,C02A,0000,1
17,00169E,0000,0000C02C,00000016,00,00,16,80,00,0000,03C5,00,2,00,C02C,0000,1
17,00169E,0000,0000C02E,00000017,00,00,17,80,00,0000,03C5,00,2,00,C02E,0000,1
17,00169E,0000,0000C030,00000018,00,00,18,80,00,0000,03C6,00,0,00,C030,0000,1
17,00169E,0000,0000C032,00000019,00,00,19,80,00,0000,03C6,00,0,00,C032,0000,1
17,00169E,0000,0000C034,0000001A,00,00,1A,80,00,0000,03C6,00,2,00,C034,0000,1
17,00169E,0000,0000C036,0000001B,00,00,1B,80,00,0000,03C6,00,2,00,C036,0000,1
17,00169E,0000,0000C038,0000001C,00,00,1C,80,00,0000,03C7,00,0,00,C038,0000,1
17,00169E,0000,0000C03A,0000001D,00,00,1D,80,00,0000,03C7,00,0,00,C03A,0000,1
17,00169E,0000,0000C03C,0000001E,00,00,1E,80,00,0000,03C7,00,2,00,C03C,0000,1
17,00169E,0000,0000C03E,0000001F,00,00,1F,80,00,0000,03C7,00,2,00,C03E,0000,1
17,00169E,0000,0000C080,00000020,00,01,00,80,00,0000,03C0,00,0,00,C080,0000,1
17,00169E,0000,0000C082,00000021,00,01,01,80,00,0000,03C0,00,0,00,C082,0000,1
17,00169E,0000,0000C084,00000022,00,01,02,80,00,0000,03C0,00,2,00,C084,0000,1
17,00169E,0000,0000C086,00000023,00,01,03,80,00,0000,03C0,00,2,00,C086,0000,1
17,00169E,0000,0000C088,00000024,00,01,04,80,00,0000,03C1,00,0,00,C088,0000,1
17,00169E,0000,0000C08A,00000025,00,01,05,80,00,0000,03C1,00,0,00,C08A,0000,1
17,00169E,0000,0000C08C,00000026,00,01,06,80,00,0000,03C1,00,2,00,C08C,0000,1
17,00169E,0000,0000C08E,00000027,00,01,07,80,00,0000,03C1,00,2,00,C08E,0000,1
17,00169E,0000,0000C090,00000028,00,01,08,80,00,0000,03C2,00,0,00,C090,0000,1
17,00169E,0000,0000C092,00000029,00,01,09,80,00,0000,03C2,00,0,00,C092,0000,1
17,00169E,0000,0000C094,0000002A,00,01,0A,80,00,0000,03C2,00,2,00,C094,0000,1
