frame,addr,value,pc,trace_last,trace_seq,ppu_buf_index,ppu_buf_0,ppu_buf_1,ppu_buf_2,ppu_buf_3,ppu_buf_4,ppu_buf_5,screen_ready,ram_script,ram_subscript,ppu_load_index,d0,d1,d2,d3,a0,a1,a2,a7,sr
145,FF0301,00,0174A8,0442,0612,00,FF,00,20,36,0F,11,01,00,00,00,0000363F,00000000,00000000,00003608,00FF0302,00000302,00000000,00FFFDB6,2604
145,FF0302,FF,0174B0,0442,0612,00,FF,00,20,36,0F,11,01,00,00,00,0000363F,000000FF,00000000,00003608,00FF0302,00000302,00000000,00FFFDB6,2618
146,FF0302,FF,0009BC,0201,062B,00,FF,00,20,36,0F,80,01,00,00,00,00000201,00000003,00000000,00000374,00FF0200,00FF0007,00000000,00FFFDBE,2608
146,FF0301,00,0174A8,0442,062E,00,FF,00,20,36,0F,80,01,00,00,00,0000363F,00000000,00000000,00003608,00FF0302,00000302,00000000,00FFFDB6,2604
146,FF0302,FF,0174B0,0442,062E,00,FF,00,20,36,0F,80,01,00,00,00,0000363F,000000FF,00000000,00003608,00FF0302,00000302,00000000,00FFFDB6,2618
147,FF0302,FF,0009BC,0201,0644,00,FF,00,20,36,0F,80,01,00,00,00,00000201,00000003,00000000,00000374,00FF0200,00FF0007,00000000,00FFFDBE,2608
147,FF0301,00,0174A8,0442,0647,00,FF,00,20,36,0F,80,01,00,00,00,0000363F,00000000,00000000,00003608,00FF0302,00000302,00000000,00FFFDB6,2604
147,FF0302,FF,0174B0,0442,0647,00,FF,00,20,36,0F,80,01,00,00,00,0000363F,000000FF,00000000,00003608,00FF0302,00000302,00000000,00FFFDB6,2618
148,FF0302,FF,0009BC,0201,0660,00,FF,00,20,36,0F,80,01,00,00,00,00000201,00000003,00000000,00000374,00FF0200,00FF0007,00000000,00FFFDBE,2608
148,FF0301,00,0174A8,0442,0663,00,FF,00,20,36,0F,80,01,00,00,00,0000363F,00000000,00000000,00003608,00FF0302,00000302,00000000,00FFFDB6,2604
148,FF0302,FF,0174B0,0442,0663,00,FF,00,20,36,0F,80,01,00,00,00,0000363F,000000FF,00000000,00003608,00FF0302,00000302,00000000,00FFFDB6,2618
149,FF0302,FF,0009BC,0201,0679,00,FF,00,20,36,0F,80,01,00,00,00,00000201,00000003,00000000,00000374,00FF0200,00FF0007,00000000,00FFFDBE,2608
149,FF0301,00,0174A8,0442,067C,00,FF,00,20,36,0F,80,01,00,00,00,0000363F,00000000,00000000,00003608,00FF0302,00000302,00000000,00FFFDB6,2604
149,FF0302,FF,0174B0,0442,067C,00,FF,00,20,36,0F,80,01,00,00,00,0000363F,000000FF,00000000,00003608,00FF0302,00000302,00000000,00FFFDB6,2618
150,FF0302,FF,0009BC,0201,0695,00,FF,00,20,36,0F,80,01,00,00,00,00000201,00000003,00000000,00000374,00FF0200,00FF0007,00000000,00FFFDBE,2608
150,FF0301,00,0174A8,0442,0698,00,FF,00,20,36,0F,80,01,00,00,00,0000363F,00000000,00000000,00003608,00FF0302,00000302,00000000,00FFFDB6,2604
150,FF0302,FF,0174B0,0442,0698,00,FF,00,20,36,0F,80,01,00,00,00,0000363F,000000FF,00000000,00003608,00FF0302,00000302,00000000,00FFFDB6,2618
151,FF0302,FF,0009BC,0201,06AE,00,FF,00,20,36,0F,80,01,00,00,00,00000201,00000003,00000000,00000374,00FF0200,00FF0007,00000000,00FFFDBE,2608
151,FF0301,00,0174A8,0442,06B1,00,FF,00,20,36,0F,80,01,00,00,00,0000363F,00000000,00000000,00003608,00FF0302,00000302,00000000,00FFFDB6,2604
151,FF0302,FF,0174B0,0442,06B1,00,FF,00,20,36,0F,80,01,00,00,00,0000363F,000000FF,00000000,00003608,00FF0302,00000302,00000000,00FFFDB6,2618
152,FF0302,FF,0009BC,0201,06CA,00,FF,00,20,36,0F,80,01,00,00,00,00000201,00000003,00000000,00000374,00FF0200,00FF0007,00000000,00FFFDBE,2608
152,FF0301,00,0174A8,0442,06CD,00,FF,00,20,36,0F,80,01,00,00,00,0000363F,00000000,00000000,00003608,00FF0302,00000302,00000000,00FFFDB6,2604
152,FF0302,FF,0174B0,0442,06CD,00,FF,00,20,36,0F,80,01,00,00,00,0000363F,000000FF,00000000,00003608,00FF0302,00000302,00000000,00FFFDB6,2618
153,FF0302,FF,0009BC,0201,06E3,00,FF,00,20,36,0F,80,01,00,00,00,00000201,00000003,00000000,00000374,00FF0200,00FF0007,00000000,00FFFDBE,2608
153,FF0301,00,0174A8,0442,06E6,00,FF,00,20,36,0F,80,01,00,00,00,0000363F,00000000,00000000,00003608,00FF0302,00000302,00000000,00FFFDB6,2604
153,FF0302,FF,0174B0,0442,06E6,00,FF,00,20,36,0F,80,01,00,00,00,0000363F,000000FF,00000000,00003608,00FF0302,00000302,00000000,00FFFDB6,2618
154,FF0302,FF,0009BC,0201,06FF,00,FF,00,20,36,0F,80,01,00,00,00,00000201,00000003,00000000,00000374,00FF0200,00FF0007,00000000,00FFFDBE,2608
154,FF0301,00,0174A8,0442,0702,00,FF,00,20,36,0F,80,01,00,00,00,0000363F,00000000,00000000,00003608,00FF0302,00000302,00000000,00FFFDB6,2604
154,FF0302,FF,0174B0,0442,0702,00,FF,00,20,36,0F,80,01,00,00,00,0000363F,000000FF,00000000,00003608,00FF0302,00000302,00000000,00FFFDB6,2618
155,FF0302,FF,0009BC,0201,0718,00,FF,00,20,36,0F,80,01,00,00,00,00000201,00000003,00000000,00000374,00FF0200,00FF0007,00000000,00FFFDBE,2608
155,FF0301,00,0174A8,0442,071B,00,FF,00,20,36,0F,80,01,00,00,00,0000363F,00000000,00000000,00003608,00FF0302,00000302,00000000,00FFFDB6,2604
155,FF0302,FF,0174B0,0442,071B,00,FF,00,20,36,0F,80,01,00,00,00,0000363F,000000FF,00000000,00003608,00FF0302,00000302,00000000,00FFFDB6,2618
156,FF0302,FF,0009BC,0201,0734,00,FF,00,20,36,0F,80,01,00,00,00,00000201,00000003,00000000,00000374,00FF0200,00FF0007,00000000,00FFFDBE,2608
156,FF0301,00,0174A8,0442,0737,00,FF,00,20,36,0F,80,01,00,00,00,0000363F,00000000,00000000,00003608,00FF0302,00000302,00000000,00FFFDB6,2604
156,FF0302,FF,0174B0,0442,0737,00,FF,00,20,36,0F,80,01,00,00,00,0000363F,000000FF,00000000,00003608,00FF0302,00000302,00000000,00FFFDB6,2618
157,FF0302,FF,0009BC,0201,074D,00,FF,00,20,36,0F,80,01,00,00,00,00000201,00000003,00000000,00000374,00FF0200,00FF0007,00000000,00FFFDBE,2608
157,FF0301,00,0174A8,0442,0750,00,FF,00,20,36,0F,80,01,00,00,00,0000363F,00000000,00000000,00003608,00FF0302,00000302,00000000,00FFFDB6,2604
157,FF0302,FF,0174B0,0442,0750,00,FF,00,20,36,0F,80,01,00,00,00,0000363F,000000FF,00000000,00003608,00FF0302,00000302,00000000,00FFFDB6,2618
158,FF0302,FF,0009BC,0201,0769,00,FF,00,20,36,0F,80,01,00,00,00,00000201,00000003,00000000,00000374,00FF0200,00FF0007,00000000,00FFFDBE,2608
158,FF0301,00,0174A8,0442,076C,00,FF,00,20,36,0F,80,01,00,00,00,0000363F,00000000,00000000,00003608,00FF0302,00000302,00000000,00FFFDB6,2604
158,FF0302,FF,0174B0,0442,076C,00,FF,00,20,36,0F,80,01,00,00,00,0000363F,000000FF,00000000,00003608,00FF0302,00000302,00000000,00FFFDB6,2618
159,FF0302,FF,0009BC,0201,0782,00,FF,00,20,36,0F,80,01,00,00,00,00000201,00000003,00000000,00000374,00FF0200,00FF0007,00000000,00FFFDBE,2608
159,FF0301,00,0174A8,0442,0785,00,FF,00,20,36,0F,80,01,00,00,00,0000363F,00000000,00000000,00003608,00FF0302,00000302,00000000,00FFFDB6,2604
159,FF0302,FF,0174B0,0442,0785,00,FF,00,20,36,0F,80,01,00,00,00,0000363F,000000FF,00000000,00003608,00FF0302,00000302,00000000,00FFFDB6,2618
160,FF0302,FF,0009BC,0201,079E,00,FF,00,20,36,0F,80,01,00,00,00,00000201,00000003,00000000,00000374,00FF0200,00FF0007,00000000,00FFFDBE,2608
160,FF0301,00,0174A8,0442,07A1,00,FF,00,20,36,0F,80,01,00,00,00,0000363F,00000000,00000000,00003608,00FF0302,00000302,00000000,00FFFDB6,2604
160,FF0302,FF,0174B0,0442,07A1,00,FF,00,20,36,0F,80,01,00,00,00,0000363F,000000FF,00000000,00003608,00FF0302,00000302,00000000,00FFFDB6,2618
